Mark,Index,Funding / Countdown,24h High,24h Low,24h Volume(BTC),24h Volume(USDT),Open Interest(USDT)
57600.0 ,"57,583.7","57,605.4",0.0037%,06:07:25,"59,449.6","57,315.9","260,912.561","15,199,914,141.99","4,803,004,036.09"
57581.3 ,"57,613.9","57,629.4",0.0037%,06:07:03,"59,449.6","57,315.9","260,946.894","15,201,891,424.43","4,806,340,050.68"
57581.3 ,"57,601.4","57,623.2",0.0037%,06:06:41,"59,449.6","57,315.9","260,951.595","15,202,172,880.17","4,806,014,473.36"
57581.3 ,"57,592.5","57,614.3",0.0037%,06:06:20,"59,449.6","57,315.9","260,981.606","15,203,901,874.79","4,805,328,538.06"
57581.3 ,"57,624.0","57,637.6",0.0038%,06:05:59,"59,449.6","57,315.9","260,893.538","15,198,846,052.46","4,808,760,947.09"
57600.0 ,"57,649.0","57,664.9",0.0038%,06:05:37,"59,449.6","57,315.9","260,900.053","15,199,221,495.18","4,810,803,342.75"
57600.0 ,"57,646.0","57,664.2",0.0038%,06:05:15,"59,449.6","57,315.9","260,926.523","15,200,747,322.30","4,810,464,852.31"
57600.0 ,"57,635.3","57,653.1",0.0038%,06:04:54,"59,449.6","57,315.9","260,937.323","15,201,369,906.88","4,809,690,553.98"
57600.0 ,"57,626.7","57,644.9",0.0038%,06:04:33,"59,449.6","57,315.9","260,901.680","15,199,322,389.54","4,809,159,300.23"
57600.0 ,"57,612.0","57,630.5",0.0038%,06:04:12,"59,449.6","57,315.9","260,918.610","15,200,297,870.59","4,808,013,194.32"
57642.2 ,"57,609.7","57,628.7",0.0039%,06:03:51,"59,449.6","57,315.9","260,885.089","15,198,372,509.95","4,808,021,415.71"
57581.3 ,"57,593.8","57,614.0",0.0039%,06:03:29,"59,449.6","57,315.9","260,898.144","15,199,124,436.40","4,806,753,772.00"
57581.3 ,"57,580.5","57,602.1",0.0039%,06:03:09,"59,449.6","57,315.9","260,930.476","15,200,986,185.06","4,805,814,108.74"
57600.0 ,"57,590.1","57,609.1",0.0039%,06:02:41,"59,449.6","57,315.9","260,920.456","15,200,411,858.28","4,806,485,122.56"
57597.9 ,"57,582.4","57,605.2",0.0039%,06:02:20,"59,449.6","57,315.9","260,928.195","15,200,857,544.82","4,805,961,580.74"
57581.3 ,"57,609.6","57,624.3",0.0039%,06:01:58,"59,449.6","57,315.9","260,913.998","15,200,043,058.68","4,808,347,990.59"
57642.2 ,"57,616.8","57,629.1",0.0039%,06:01:35,"59,449.6","57,315.9","260,924.762","15,200,663,203.31","4,808,340,821.10"
