lastPrice,24h Change,24h High,24h Low,24h Volume(BTC),24h Volume(USDT)
"$57,969.57",696.16 +1.22%,"59,470.00","56,903.00","28,731.11","1,669,630,014.28"
"$57,964.99",704.73 +1.23%,"59,470.00","56,903.00","28,730.43","1,669,590,341.04"
"$57,985.91",721.08 +1.26%,"59,470.00","56,903.00","28,730.32","1,669,585,641.98"
"$57,989.99",770.66 +1.35%,"59,470.00","56,903.00","28,728.35","1,669,474,853.50"
